Sale_ID,Date,Store_ID,Product_ID,Units
264,2022-01-01,2,18,1
265,2022-01-01,12,6,2
266,2022-01-01,4,1,1
267,2022-01-01,16,35,1
268,2022-01-01,21,8,1
269,2022-01-01,28,30,1
270,2022-01-01,5,21,1
271,2022-01-01,24,4,1
272,2022-01-01,30,24,1
273,2022-01-01,22,30,1
274,2022-01-01,19,9,3
275,2022-01-01,9,1,1
276,2022-01-01,34,18,2
277,2022-01-01,31,8,1
278,2022-01-01,5,8,1
279,2022-01-01,34,18,3
280,2022-01-01,22,30,1
281,2022-01-01,37,34,1
282,2022-01-01,11,31,1
283,2022-01-01,48,9,1
284,2022-01-01,14,6,1
285,2022-01-01,42,27,1
286,2022-01-01,30,1,3
287,2022-01-01,38,8,1
288,2022-01-01,16,35,1
289,2022-01-01,29,2,1
290,2022-01-01,34,24,1
291,2022-01-01,14,6,1
292,2022-01-01,30,6,3
293,2022-01-01,19,6,3
294,2022-01-01,19,2,1
295,2022-01-01,39,34,2
296,2022-01-01,28,30,1
297,2022-01-01,50,6,1
298,2022-01-01,40,17,1
299,2022-01-01,10,35,1
300,2022-01-01,4,20,1
301,2022-01-01,50,24,1
302,2022-01-01,24,4,1
303,2022-01-01,50,24,1
304,2022-01-01,48,9,1
305,2022-01-01,49,5,1
306,2022-01-01,49,5,1
307,2022-01-01,5,6,1
308,2022-01-01,50,24,1
309,2022-01-01,48,7,1
310,2022-01-01,16,35,1
311,2022-01-01,19,9,3
312,2022-01-01,12,8,1
313,2022-01-01,6,8,1
314,2022-01-01,49,8,1
315,2022-01-01,9,24,1
316,2022-01-01,6,25,1
317,2022-01-01,50,5,1
318,2022-01-01,24,31,1
319,2022-01-01,34,18,3
320,2022-01-01,30,9,1
321,2022-01-01,41,8,1
322,2022-01-01,50,6,1
323,2022-01-01,36,14,2
324,2022-01-01,44,18,1
325,2022-01-01,1,21,3
326,2022-01-01,40,7,1
327,2022-01-01,31,18,2
328,2022-01-01,37,34,1
329,2022-01-01,12,6,3
330,2022-01-01,19,30,1
331,2022-01-01,33,27,1
332,2022-01-01,21,1,1
333,2022-01-01,5,31,1
334,2022-01-01,4,1,1
335,2022-01-01,41,8,1
336,2022-01-01,32,8,3
337,2022-01-01,44,2,1
338,2022-01-01,30,24,1
339,2022-01-01,50,8,3
340,2022-01-01,21,1,1
341,2022-01-01,50,5,1
342,2022-01-01,43,1,1
343,2022-01-01,2,18,1
344,2022-01-01,27,8,1
345,2022-01-01,18,10,1
346,2022-01-01,50,8,2
347,2022-01-01,9,8,1
348,2022-01-01,7,9,1
349,2022-01-01,19,6,3
350,2022-01-01,4,9,1
351,2022-01-01,30,24,1
352,2022-01-01,10,35,1
353,2022-01-01,34,18,3
354,2022-01-01,23,14,1
355,2022-01-01,3,24,3
356,2022-01-01,30,9,1
357,2022-01-01,46,6,1
358,2022-01-01,9,8,1
359,2022-01-01,37,34,1
360,2022-01-01,37,31,1
361,2022-01-01,11,31,1
362,2022-01-01,21,1,1
363,2022-01-01,50,33,1
364,2022-01-01,28,1,1
365,2022-01-01,40,17,1
366,2022-01-01,33,33,1
367,2022-01-01,37,34,1
368,2022-01-01,44,2,1
369,2022-01-01,38,8,1
370,2022-01-01,7,9,1
371,2022-01-01,30,2,1
372,2022-01-01,44,2,1
373,2022-01-01,33,27,1
374,2022-01-01,47,8,1
375,2022-01-01,12,6,2
376,2022-01-01,4,9,1
377,2022-01-01,19,30,1
378,2022-01-01,40,7,1
379,2022-01-01,50,8,3
380,2022-01-01,34,24,1
381,2022-01-01,8,20,1
382,2022-01-01,44,2,1
383,2022-01-01,28,30,1
384,2022-01-01,37,8,2
385,2022-01-01,33,33,1
386,2022-01-01,43,1,1
387,2022-01-01,1,34,1
388,2022-01-01,48,7,1
389,2022-01-01,37,18,1
390,2022-01-01,18,10,1
391,2022-01-01,35,31,1
392,2022-01-01,23,14,1
393,2022-01-01,3,24,2
394,2022-01-01,24,4,1
395,2022-01-01,34,8,1
396,2022-01-01,49,5,1
397,2022-01-01,39,34,2
398,2022-01-01,21,8,1
399,2022-01-01,17,9,1
400,2022-01-01,49,5,1
401,2022-01-01,44,2,1
402,2022-01-01,12,7,1
403,2022-01-01,42,27,1
404,2022-01-01,31,8,1
405,2022-01-01,41,8,1
406,2022-01-01,41,6,1
407,2022-01-01,9,1,1
408,2022-01-01,3,8,1
409,2022-01-01,5,8,1
410,2022-01-01,19,2,1
411,2022-01-01,33,33,1
412,2022-01-01,49,8,1
413,2022-01-01,10,8,1
414,2022-01-01,30,2,1
415,2022-01-01,13,6,1
416,2022-01-01,38,8,1
417,2022-01-01,38,22,2
418,2022-01-01,6,8,1
419,2022-01-01,10,8,1
420,2022-01-01,1,31,1
421,2022-01-01,19,6,3
422,2022-01-01,7,9,1
423,2022-01-01,43,8,1
424,2022-01-01,42,8,1
425,2022-01-01,31,18,2
426,2022-01-01,34,24,1
427,2022-01-01,12,8,1
428,2022-01-01,33,27,1
429,2022-01-01,41,8,2
430,2022-01-01,3,24,3
431,2022-01-01,19,9,2
432,2022-01-01,48,8,1
433,2022-01-01,36,14,2
434,2022-01-01,16,8,1
435,2022-01-01,9,8,1
436,2022-01-01,5,6,1
437,2022-01-01,28,1,1
438,2022-01-01,18,10,1
439,2022-01-01,16,8,1
440,2022-01-01,24,31,1
441,2022-01-01,44,18,1
442,2022-01-01,5,31,1
443,2022-01-01,38,22,3
444,2022-01-01,8,8,1
445,2022-01-01,6,3,1
446,2022-01-01,34,8,1
447,2022-01-01,5,21,1
448,2022-01-01,5,8,1
449,2022-01-01,41,1,1
450,2022-01-01,37,8,3
451,2022-01-01,10,8,1
452,2022-01-01,12,6,3
453,2022-01-01,3,24,3
454,2022-01-01,49,8,1
455,2022-01-01,12,7,1
456,2022-01-01,36,14,2
457,2022-01-01,21,17,3
458,2022-01-01,12,7,1
459,2022-01-01,48,8,1
460,2022-01-01,50,8,2
461,2022-01-01,35,31,1
462,2022-01-01,41,8,1
463,2022-01-01,50,8,1
464,2022-01-01,38,8,1
465,2022-01-01,30,24,1
466,2022-01-01,6,8,1
467,2022-01-01,24,31,1
468,2022-01-01,13,6,1
469,2022-01-01,32,9,1
470,2022-01-01,4,20,1
471,2022-01-01,7,31,1
472,2022-01-01,1,21,2
473,2022-01-01,31,1,1
474,2022-01-01,41,6,1
475,2022-01-01,30,6,4
476,2022-01-01,6,8,1
477,2022-01-01,19,2,1
478,2022-01-01,19,2,1
479,2022-01-01,8,8,1
480,2022-01-01,6,3,1
481,2022-01-01,23,14,1
482,2022-01-01,50,8,3
483,2022-01-01,34,8,1
484,2022-01-01,30,9,1
485,2022-01-01,7,8,1
486,2022-01-01,13,6,1
487,2022-01-01,50,8,3
488,2022-01-01,36,14,3
489,2022-01-01,39,8,1
490,2022-01-01,31,8,1
491,2022-01-01,9,8,1
492,2022-01-01,30,2,1
493,2022-01-01,24,31,1
494,2022-01-01,30,9,1
495,2022-01-01,21,1,1
496,2022-01-01,34,24,1
497,2022-01-01,50,8,1
498,2022-01-01,41,6,1
499,2022-01-01,5,8,1
500,2022-01-01,5,7,1
501,2022-01-01,4,9,1
502,2022-01-01,41,8,1
503,2022-01-01,32,9,1
504,2022-01-01,9,24,1
505,2022-01-01,10,35,1
506,2022-01-01,5,31,1
507,2022-01-01,21,17,2
508,2022-01-01,10,35,1
509,2022-01-01,14,30,1
510,2022-01-01,1,21,2
511,2022-01-01,41,6,1
512,2022-01-01,19,9,3
513,2022-01-01,40,17,1
514,2022-01-01,7,31,1
515,2022-01-01,36,1,1
516,2022-01-01,37,34,1
517,2022-01-01,39,8,1
518,2022-01-01,19,9,3
519,2022-01-01,48,7,1
520,2022-01-01,18,10,1
521,2022-01-01,40,17,1
522,2022-01-01,29,2,1
523,2022-01-01,38,22,3
524,2022-01-01,38,22,3
525,2022-01-01,44,18,1
526,2022-01-01,37,31,1
527,2022-01-01,48,8,1
528,2022-01-01,5,31,1
529,2022-01-01,38,8,1
530,2022-01-01,22,30,1
531,2022-01-01,22,30,1
532,2022-01-01,2,18,1
533,2022-01-01,9,24,1
534,2022-01-01,10,35,1
535,2022-01-01,49,8,1
536,2022-01-01,37,34,1
537,2022-01-01,37,34,1
538,2022-01-01,50,24,1
539,2022-01-01,2,18,1
540,2022-01-01,4,20,1
541,2022-01-01,48,2,1
542,2022-01-01,32,8,4
543,2022-01-01,49,5,1
544,2022-01-01,44,2,1
545,2022-01-01,19,30,1
546,2022-01-01,7,31,1
547,2022-01-01,37,22,1
548,2022-01-01,50,33,1
549,2022-01-01,12,6,3
550,2022-01-01,37,31,1
551,2022-01-01,25,18,1
552,2022-01-01,28,30,1
553,2022-01-01,6,25,1
554,2022-01-01,9,1,1
555,2022-01-01,9,27,1
556,2022-01-01,12,8,1
557,2022-01-01,37,34,1
558,2022-01-01,44,18,1
559,2022-01-01,34,8,1
560,2022-01-01,12,7,1
561,2022-01-01,24,31,1
562,2022-01-01,40,7,1
563,2022-01-01,48,2,1
564,2022-01-01,21,1,1
565,2022-01-01,32,9,1
566,2022-01-01,8,20,1
567,2022-01-01,4,9,1
568,2022-01-01,19,9,3
569,2022-01-01,5,31,1
570,2022-01-01,37,31,1
571,2022-01-01,4,9,1
572,2022-01-01,33,33,1
573,2022-01-01,19,2,1
574,2022-01-01,32,9,1
575,2022-01-01,37,8,2
576,2022-01-01,34,8,1
577,2022-01-01,35,31,1
578,2022-01-01,6,25,1
579,2022-01-01,37,34,1
580,2022-01-01,44,31,1
581,2022-01-01,41,8,3
582,2022-01-01,33,27,1
583,2022-01-01,42,27,1
584,2022-01-01,1,21,3
585,2022-01-01,33,33,1
586,2022-01-01,12,6,3
587,2022-01-01,2,18,1
588,2022-01-01,37,22,1
589,2022-01-01,41,1,1
590,2022-01-01,27,8,1
591,2022-01-01,5,31,1
592,2022-01-01,25,9,1
593,2022-01-01,48,9,1
594,2022-01-01,12,8,1
595,2022-01-01,23,14,1
596,2022-01-01,21,8,1
597,2022-01-01,24,31,1
598,2022-01-01,10,8,1
599,2022-01-01,44,2,1
600,2022-01-01,19,9,3
601,2022-01-01,3,24,2
602,2022-01-01,41,8,2
603,2022-01-01,34,24,1
604,2022-01-01,44,18,1
605,2022-01-01,7,9,1
606,2022-01-01,9,24,1
607,2022-01-01,50,8,2
608,2022-01-01,11,31,1
609,2022-01-01,8,8,1
610,2022-01-01,30,2,1
611,2022-01-01,19,9,3
612,2022-01-01,36,14,2
613,2022-01-01,25,18,1
614,2022-01-01,16,8,1
615,2022-01-01,5,21,1
616,2022-01-01,41,1,1
617,2022-01-01,50,8,3
618,2022-01-01,7,9,1
619,2022-01-01,7,4,1
620,2022-01-01,29,2,1
621,2022-01-01,39,8,1
622,2022-01-01,4,20,1
623,2022-01-01,30,1,2
624,2022-01-01,12,8,1
625,2022-01-01,1,21,2
626,2022-01-01,36,1,1
627,2022-01-01,50,5,1
628,2022-01-01,48,9,1
629,2022-01-01,19,30,1
630,2022-01-01,34,18,3
631,2022-01-01,17,9,1
632,2022-01-01,30,2,1
633,2022-01-01,4,20,1
634,2022-01-01,44,2,1
635,2022-01-01,33,27,1
636,2022-01-01,48,7,1
637,2022-01-01,1,31,1
638,2022-01-01,19,6,3
639,2022-01-01,50,6,1
640,2022-01-01,10,1,1
641,2022-01-01,12,8,1
642,2022-01-01,36,1,1
643,2022-01-01,19,6,2
644,2022-01-01,40,17,1
645,2022-01-01,12,8,1
646,2022-01-01,50,8,3
647,2022-01-01,29,2,1
648,2022-01-01,13,6,1
649,2022-01-01,39,8,1
650,2022-01-01,50,8,3
651,2022-01-01,50,24,1
652,2022-01-01,6,6,4
653,2022-01-01,44,2,1
654,2022-01-01,34,8,1
655,2022-01-01,7,8,1
656,2022-01-01,50,24,1
657,2022-01-01,47,8,1
658,2022-01-01,21,1,1
659,2022-01-01,18,10,1
660,2022-01-01,9,1,1
661,2022-01-01,35,31,1
662,2022-01-01,12,7,1
663,2022-01-01,19,9,2
664,2022-01-01,4,9,1
665,2022-01-01,37,22,1
666,2022-01-01,30,6,3
667,2022-01-01,19,6,3
668,2022-01-01,17,9,1
669,2022-01-01,29,2,1
670,2022-01-01,41,8,2
671,2022-01-01,34,18,2
672,2022-01-01,5,8,1
673,2022-01-01,29,2,1
674,2022-01-01,50,5,1
675,2022-01-01,48,2,1
676,2022-01-01,1,34,1
677,2022-01-01,41,1,1
678,2022-01-01,23,14,1
679,2022-01-01,8,20,1
680,2022-01-01,47,8,1
681,2022-01-01,35,31,1
682,2022-01-01,21,1,1
683,2022-01-01,30,2,1
684,2022-01-01,34,18,2
685,2022-01-01,40,17,1
686,2022-01-01,28,1,1
687,2022-01-01,44,2,1
688,2022-01-01,48,9,1
689,2022-01-01,48,7,1
690,2022-01-01,4,20,1
691,2022-01-01,28,30,1
692,2022-01-01,43,8,1
693,2022-01-01,14,6,1
694,2022-01-01,44,18,1
695,2022-01-01,24,31,1
696,2022-01-01,44,18,1
697,2022-01-01,6,25,1
698,2022-01-01,12,8,1
699,2022-01-01,33,33,1
700,2022-01-01,5,31,1
701,2022-01-01,8,20,1
702,2022-01-01,3,24,2
703,2022-01-01,24,4,1
704,2022-01-01,50,5,1
705,2022-01-01,41,8,1
706,2022-01-01,48,8,1
707,2022-01-01,24,31,1
708,2022-01-01,18,10,1
709,2022-01-01,28,30,1
710,2022-01-01,24,31,1
711,2022-01-01,41,1,1
712,2022-01-01,7,8,1
713,2022-01-01,22,30,1
714,2022-01-01,33,33,1
715,2022-01-01,1,34,1
716,2022-01-01,39,34,3
717,2022-01-01,37,34,1
718,2022-01-01,49,5,1
719,2022-01-01,19,30,1
720,2022-01-01,21,1,1
721,2022-01-01,30,24,1
722,2022-01-01,31,8,1
723,2022-01-01,42,8,1
724,2022-01-01,38,22,3
725,2022-01-01,7,8,1
726,2022-01-01,34,8,1
727,2022-01-01,12,6,3
728,2022-01-01,34,18,2
729,2022-01-01,50,8,2
730,2022-01-01,36,14,3
731,2022-01-01,5,21,1
732,2022-01-01,12,8,1
733,2022-01-01,30,24,1
734,2022-01-01,8,8,1
735,2022-01-01,6,8,1
736,2022-01-01,33,33,1
737,2022-01-01,38,22,3
738,2022-01-01,48,7,1
739,2022-01-01,24,31,1
740,2022-01-01,18,10,1
741,2022-01-01,37,34,1
742,2022-01-01,50,24,1
743,2022-01-01,48,2,1
744,2022-01-01,48,8,1
745,2022-01-01,1,31,1
746,2022-01-01,34,8,1
747,2022-01-01,31,8,1
748,2022-01-01,10,35,1
749,2022-01-01,10,35,1
750,2022-01-01,13,6,1
751,2022-01-01,41,6,1
752,2022-01-01,36,17,1
753,2022-01-01,1,31,1
754,2022-01-01,6,3,1
755,2022-01-01,42,8,1
756,2022-01-01,31,8,1
757,2022-01-01,37,31,1
758,2022-01-01,41,6,1
759,2022-01-01,12,8,1
760,2022-01-01,1,31,1
761,2022-01-01,1,21,2
762,2022-01-01,16,35,1
763,2022-01-01,31,1,1
764,2022-01-01,21,1,1
765,2022-01-01,10,8,1
766,2022-01-01,38,21,1
767,2022-01-01,50,24,1
768,2022-01-01,50,24,1
769,2022-01-01,30,9,1
770,2022-01-01,34,18,3
771,2022-01-01,19,30,1
772,2022-01-01,28,30,1
773,2022-01-01,22,30,1
774,2022-01-01,21,8,1
775,2022-01-01,34,24,1
776,2022-01-01,19,6,2
777,2022-01-01,34,8,1
778,2022-01-01,6,25,1
779,2022-01-01,16,8,1
780,2022-01-01,9,8,1
781,2022-01-01,22,30,1
782,2022-01-01,37,34,1
783,2022-01-01,35,31,1
784,2022-01-01,1,31,1
785,2022-01-01,33,27,1
786,2022-01-01,3,24,2
787,2022-01-01,42,8,1
788,2022-01-01,5,8,1
789,2022-01-01,44,31,1
790,2022-01-01,5,8,1
791,2022-01-01,5,6,1
792,2022-01-01,44,18,1
793,2022-01-01,16,35,1
794,2022-01-01,21,8,1
795,2022-01-01,16,8,1
796,2022-01-01,48,8,1
797,2022-01-01,5,31,1
798,2022-01-01,34,18,2
799,2022-01-01,19,30,1
800,2022-01-01,42,8,1
801,2022-01-01,10,8,1
802,2022-01-01,25,18,1
803,2022-01-01,44,18,1
804,2022-01-01,7,8,1
805,2022-01-01,49,5,1
806,2022-01-01,39,8,1
807,2022-01-01,19,9,3
808,2022-01-01,29,2,1
809,2022-01-01,44,18,1
810,2022-01-01,41,1,1
811,2022-01-01,49,8,1
812,2022-01-01,50,5,1
813,2022-01-01,13,6,1
814,2022-01-01,5,31,1
815,2022-01-01,23,14,1
816,2022-01-01,10,35,1
817,2022-01-01,12,6,3
818,2022-01-01,41,1,1
819,2022-01-01,29,2,1
820,2022-01-01,30,1,2
821,2022-01-01,12,6,3
822,2022-01-01,41,1,1
823,2022-01-01,50,8,3
824,2022-01-01,6,8,1
825,2022-01-01,12,7,1
826,2022-01-01,1,21,2
827,2022-01-01,50,24,1
828,2022-01-01,16,8,1
829,2022-01-01,4,20,1
830,2022-01-01,39,8,1
831,2022-01-01,6,3,1
832,2022-01-01,48,8,1
833,2022-01-01,21,17,3
834,2022-01-01,39,34,3
835,2022-01-01,32,8,3
836,2022-01-01,25,9,1
837,2022-01-01,36,1,1
838,2022-01-01,19,9,2
839,2022-01-01,41,8,1
840,2022-01-01,33,33,1
841,2022-01-01,31,8,1
842,2022-01-01,38,21,1
843,2022-01-01,34,24,1
844,2022-01-01,19,2,1
845,2022-01-01,6,8,1
846,2022-01-01,50,5,1
847,2022-01-01,41,8,3
848,2022-01-01,36,17,1
849,2022-01-01,39,8,1
850,2022-01-01,34,8,1
851,2022-01-01,24,31,1
852,2022-01-01,19,2,1
853,2022-01-01,38,22,2
854,2022-01-01,16,8,1
855,2022-01-01,9,8,1
856,2022-01-01,34,18,2
857,2022-01-01,24,31,1
858,2022-01-01,34,8,1
859,2022-01-01,34,18,2
860,2022-01-01,12,6,3
861,2022-01-01,44,2,1
862,2022-01-01,50,5,1
863,2022-01-01,47,8,1
864,2022-01-01,38,8,1
865,2022-01-01,16,35,1
866,2022-01-01,22,30,1
867,2022-01-01,50,24,1
868,2022-01-01,40,7,1
869,2022-01-01,29,2,1
870,2022-01-01,12,7,1
871,2022-01-01,39,8,1
872,2022-01-01,36,1,1
873,2022-01-01,48,9,1
874,2022-01-01,34,18,3
875,2022-01-01,4,20,1
876,2022-01-01,50,24,1
877,2022-01-01,50,24,1
878,2022-01-01,48,2,1
879,2022-01-01,9,8,1
880,2022-01-01,22,30,1
881,2022-01-01,34,8,1
882,2022-01-01,30,1,2
883,2022-01-01,4,9,1
884,2022-01-01,12,6,3
885,2022-01-01,1,34,1
886,2022-01-01,8,20,1
887,2022-01-01,37,22,1
888,2022-01-01,7,8,1
889,2022-01-01,44,2,1
890,2022-01-01,48,8,1
891,2022-01-01,10,8,1
892,2022-01-01,19,9,3
893,2022-01-01,5,21,1
894,2022-01-01,47,31,1
895,2022-01-01,24,31,1
896,2022-01-01,36,17,1
897,2022-01-01,48,7,1
898,2022-01-01,44,2,1
899,2022-01-01,12,8,1
900,2022-01-01,10,35,1
901,2022-01-01,18,10,1
902,2022-01-01,29,2,1
903,2022-01-01,6,8,1
904,2022-01-01,12,6,3
905,2022-01-01,50,8,3
906,2022-01-01,17,9,1
907,2022-01-01,39,34,3
908,2022-01-01,10,35,1
909,2022-01-01,5,8,1
910,2022-01-01,33,27,1
911,2022-01-01,9,24,1
912,2022-01-01,34,18,3
913,2022-01-01,33,33,1
914,2022-01-01,4,20,1
915,2022-01-01,46,6,1
916,2022-01-01,6,3,1
917,2022-01-01,50,24,1
918,2022-01-01,4,20,1
919,2022-01-01,41,1,1
920,2022-01-01,5,31,1
921,2022-01-01,10,35,1
922,2022-01-01,1,21,2
923,2022-01-01,50,5,1
924,2022-01-01,50,8,1
925,2022-01-01,40,17,1
926,2022-01-01,6,3,1
927,2022-01-01,47,31,1
928,2022-01-01,39,34,3
929,2022-01-01,18,10,1
930,2022-01-01,41,8,1
